lab_x,lab_z,strain_xx,strain_yy,strain_xy,strain_error_xx,strain_error_yy,strain_error_xy
19.771156,-28.852875,0.00090379598438457,-0.0009459783021776943,0.000568015233528587,0.0005872072430746873,0.0006430667251478659,0.0005809670192940976
19.771156,-27.444191,0.0010183723980185298,0.0006836782014431783,-0.00037030315542976985,0.0003816273071805804,0.0004179305101450039,0.00037757177171873936
19.771156,-26.035507,0.0008060967506369599,-0.0004212717846802279,-0.00011648785607592397,0.0002455204880108252,0.0002688762069031592,0.00024291135332194495
19.771156,-24.627077,0.0013290656946806586,4.399459120141461e-05,-0.0004975728304886327,0.00043736389341154534,0.0004789691713691609,0.0004327160478703591
19.771156,-23.218393,0.0008269920391946832,0.0005981606784178815,3.280698644663753e-05,0.0002611860167951411,0.00028603195627683383,0.0002584104052667783
19.771156,-21.809709,0.0010993952034084895,-0.000289332299530853,2.4352737133828264e-05,0.0003533224321373216,0.0003869330667118294,0.00034956769125387875
19.771156,-20.401025,0.0009668257926578398,-0.00029888440562335106,8.363112940205516e-05,8.975384154420524e-05,9.829188865193196e-05,8.880003168773489e-05
19.771156,-18.992595,0.0014234847899737002,-0.0006696732455035905,-3.726883028311122e-05,0.00033317094070872835,0.0003648646168527137,0.00032963034877741746
19.771156,-17.583911,0.0006440726931306795,-0.0003951921439782022,0.00010753205046886794,0.00011793703063963257,0.0001291560704719393,0.00011668371935732255
19.771156,-16.175228,0.0003443357879339965,0.0004903866400579764,0.0001393894480590964,0.00033672427910893973,0.0003687559750003207,0.00033314592601823727
19.771156,-14.766544,8.453944348572769e-05,8.08802446161228e-05,-0.0001666223631328487,8.770152941793383e-05,9.604434546605502e-05,8.676952938604789e-05
19.771156,-13.358114,-0.00017070973370842012,-0.0001912078207927806,0.00025457438584426944,9.216467259654806e-05,0.0001009320557278301,9.11852429519513e-05
19.771156,-11.94943,-0.0003240122692033111,0.0003717630618837268,-0.00011605790366013982,0.00015354168860809889,0.00016814770599795235,0.00015191000829858665
19.771156,-10.540746,-0.00029374478341684433,0.00047084202131304043,0.00020116755968411333,0.00021418279164876557,0.00023455743783026584,0.00021190668118650552
19.771156,-9.1320618,-0.0005523746940983606,0.00035342180062899797,-0.00048510078511641516,0.00035339006355366036,0.0003870071317270942,0.00034963460395343667
19.771156,-7.7236318,-0.0003551404308490161,0.0003615229407802066,0.00022855607462865993,0.0003157250973324006,0.0003457591962409837,0.00031236990155903327
19.771156,-6.3149478,-0.0001738567056360239,0.0004076168531613753,0.00045512088710827436,0.0004012469283046659,0.0004394164942709139,0.00039698289605290856
19.771156,-4.9062639,5.2302960993240505e-05,4.807306084384478e-05,0.00011264278870297146,8.445591165812824e-05,9.2489980616989e-05,8.355840265366467e-05
19.771156,-3.4975799,0.0005367940637349821,-0.00023645062039791945,0.0001345194578709845,0.000278517604879494,0.0003050122527954901,0.00027555781138022717
19.771156,-2.08915,9.124986502820118e-05,-0.00011276809413310036,-0.00010517968824195268,0.00011391996540414079,0.00012475687237580472,0.00011270934328512429
19.771156,-0.68046602,4.634806360705153e-05,0.0003008591602726141,-0.00024109111508995677,0.00020810105395210418,0.00022789716040619404,0.00020588957383053282
19.771156,0.72821793,4.640868616178043e-05,-0.00012438829264538613,8.950085336361829e-05,4.277708237026967e-05,4.684635381470366e-05,4.2322492326131684e-05
19.771156,2.1369019,0.0002280406653450988,-7.87247346582968e-06,-8.001113909947519e-05,8.28898431332134e-05,9.077493610827601e-05,8.200897666538627e-05
19.771156,3.5453318,7.261117178706824e-05,0.00013958280346189144,9.297057559437964e-05,0.0001434517233033602,0.00015709790880596747,0.00014192726858083926
19.771156,4.9540158,0.00017903056969559557,-0.0002057956960900825,0.00019826237632285582,7.201088058805198e-05,7.886108644202605e-05,7.124562434403173e-05
19.771156,6.3626998,0.00014666687481866886,-0.0001577649997423007,0.00024241642898063822,8.165430379603869e-05,8.942186316049776e-05,8.078656734666015e-05
