lab_x,lab_z,dial_x,dial_z
-19.440753,-9.132062,8.279623,19.867938
-19.440753,-7.723632,8.279623,21.276368
-19.440753,-6.314948,8.279623,22.685052
-19.440753,-4.906264,8.279623,24.093736
-19.440753,-3.497580,8.279623,25.502420
-19.440753,-2.089150,8.279623,26.910850
-19.440753,-0.680466,8.279623,28.319534
-19.440753,0.728218,8.279623,29.728218
-19.440753,2.136902,8.279623,31.136902
-19.440753,3.545332,8.279623,32.545332
-19.440753,4.954016,8.279623,33.954016
-19.440753,6.362700,8.279623,35.362700
-19.440753,7.771384,8.279623,36.771384
-19.440753,9.179814,8.279623,38.179814
-19.440753,10.588498,8.279623,39.588498
-21.504554,-30.261559,7.247723,-1.261559
-21.504554,-28.852875,7.247723,0.147125
-21.504554,-27.444191,7.247723,1.555809
-21.504554,-26.035507,7.247723,2.964493
-21.504554,-24.627077,7.247723,4.372923
-21.504554,-23.218393,7.247723,5.781607
-21.504554,-21.809709,7.247723,7.190291
-21.504554,-20.401025,7.247723,8.598975
-21.504554,-18.992595,7.247723,10.007405
-21.504554,-17.583911,7.247723,11.416089
-21.504554,-16.175228,7.247723,12.824772
-21.504554,-14.766544,7.247723,14.233456
-21.504554,-13.358114,7.247723,15.641886
-21.504554,-11.949430,7.247723,17.050570
-21.504554,-10.540746,7.247723,18.459254
-21.504554,-9.132062,7.247723,19.867938
-21.504554,-7.723632,7.247723,21.276368
-21.504554,-6.314948,7.247723,22.685052
-21.504554,-4.906264,7.247723,24.093736
-21.504554,-3.497580,7.247723,25.502420
-21.504554,-2.089150,7.247723,26.910850
-21.504554,-0.680466,7.247723,28.319534
-21.504554,0.728218,7.247723,29.728218
-21.504554,2.136902,7.247723,31.136902
-21.504554,3.545332,7.247723,32.545332
-21.504554,4.954016,7.247723,33.954016
-21.504554,6.362700,7.247723,35.362700
-21.504554,7.771384,7.247723,36.771384
-21.504554,9.179814,7.247723,38.179814
-21.504554,10.588498,7.247723,39.588498
-23.568354,-30.261559,6.215823,-1.261559
-23.568354,-28.852875,6.215823,0.147125
-23.568354,-27.444191,6.215823,1.555809
-23.568354,-26.035507,6.215823,2.964493
-23.568354,-24.627077,6.215823,4.372923
-23.568354,-23.218393,6.215823,5.781607
-23.568354,-21.809709,6.215823,7.190291
-23.568354,-20.401025,6.215823,8.598975
-23.568354,-18.992595,6.215823,10.007405
-23.568354,-17.583911,6.215823,11.416089
-23.568354,-16.175228,6.215823,12.824772
-23.568354,-14.766544,6.215823,14.233456
-23.568354,-13.358114,6.215823,15.641886
-23.568354,-11.949430,6.215823,17.050570
-23.568354,-10.540746,6.215823,18.459254
-23.568354,-9.132062,6.215823,19.867938
-23.568354,-7.723632,6.215823,21.276368
-23.568354,-6.314948,6.215823,22.685052
-23.568354,-4.906264,6.215823,24.093736
-23.568354,-3.497580,6.215823,25.502420
-23.568354,-2.089150,6.215823,26.910850
-23.568354,-0.680466,6.215823,28.319534
-23.568354,0.728218,6.215823,29.728218
-23.568354,2.136902,6.215823,31.136902
-23.568354,3.545332,6.215823,32.545332
-23.568354,4.954016,6.215823,33.954016
-23.568354,6.362700,6.215823,35.362700
-23.568354,7.771384,6.215823,36.771384
-23.568354,9.179814,6.215823,38.179814
-23.568354,10.588498,6.215823,39.588498
-25.632155,-30.261559,5.183922,-1.261559
-25.632155,-28.852875,5.183922,0.147125
-25.632155,-27.444191,5.183922,1.555809
-25.632155,-26.035507,5.183922,2.964493
-25.632155,-24.627077,5.183922,4.372923
-25.632155,-23.218393,5.183922,5.781607
-25.632155,-21.809709,5.183922,7.190291
-25.632155,-20.401025,5.183922,8.598975
-25.632155,-18.992595,5.183922,10.007405
-25.632155,-17.583911,5.183922,11.416089
-25.632155,-16.175228,5.183922,12.824772
-25.632155,-14.766544,5.183922,14.233456
-25.632155,-13.358114,5.183922,15.641886
-25.632155,-11.949430,5.183922,17.050570
-25.632155,-10.540746,5.183922,18.459254
-25.632155,-9.132062,5.183922,19.867938
-25.632155,-7.723632,5.183922,21.276368
-25.632155,-6.314948,5.183922,22.685052
-25.632155,-4.906264,5.183922,24.093736
-25.632155,-3.497580,5.183922,25.502420
-25.632155,-2.089150,5.183922,26.910850
-25.632155,-0.680466,5.183922,28.319534
-25.632155,0.728218,5.183922,29.728218
-25.632155,2.136902,5.183922,31.136902
-25.632155,3.545332,5.183922,32.545332
-25.632155,4.954016,5.183922,33.954016
-25.632155,6.362700,5.183922,35.362700
-25.632155,7.771384,5.183922,36.771384
-25.632155,9.179814,5.183922,38.179814
-25.632155,10.588498,5.183922,39.588498
-27.695956,-30.261559,4.152022,-1.261559
-27.695956,-28.852875,4.152022,0.147125
-27.695956,-27.444191,4.152022,1.555809
-27.695956,-26.035507,4.152022,2.964493
-27.695956,-24.627077,4.152022,4.372923
-27.695956,-23.218393,4.152022,5.781607
-27.695956,-21.809709,4.152022,7.190291
-27.695956,-20.401025,4.152022,8.598975
-27.695956,-18.992595,4.152022,10.007405
-27.695956,-17.583911,4.152022,11.416089
-27.695956,-16.175228,4.152022,12.824772
-27.695956,-14.766544,4.152022,14.233456
-27.695956,-13.358114,4.152022,15.641886
-27.695956,-11.949430,4.152022,17.050570
-27.695956,-10.540746,4.152022,18.459254
-27.695956,-9.132062,4.152022,19.867938
-27.695956,-7.723632,4.152022,21.276368
-27.695956,-6.314948,4.152022,22.685052
-27.695956,-4.906264,4.152022,24.093736
-27.695956,-3.497580,4.152022,25.502420
-27.695956,-2.089150,4.152022,26.910850
-27.695956,-0.680466,4.152022,28.319534
-27.695956,0.728218,4.152022,29.728218
-27.695956,2.136902,4.152022,31.136902
-27.695956,3.545332,4.152022,32.545332
-27.695956,4.954016,4.152022,33.954016
-27.695956,6.362700,4.152022,35.362700
-27.695956,7.771384,4.152022,36.771384
-27.695956,9.179814,4.152022,38.179814
-27.695956,10.588498,4.152022,39.588498
-29.759757,-30.261559,3.120121,-1.261559
-29.759757,-28.852875,3.120121,0.147125
-29.759757,-27.444191,3.120121,1.555809
-29.759757,-26.035507,3.120121,2.964493
-29.759757,-24.627077,3.120121,4.372923
-29.759757,-23.218393,3.120121,5.781607
-29.759757,-21.809709,3.120121,7.190291
-29.759757,-20.401025,3.120121,8.598975
-29.759757,-18.992595,3.120121,10.007405
-29.759757,-17.583911,3.120121,11.416089
-29.759757,-16.175228,3.120121,12.824772
-29.759757,-14.766544,3.120121,14.233456
-29.759757,-13.358114,3.120121,15.641886
-29.759757,-11.949430,3.120121,17.050570
-29.759757,-10.540746,3.120121,18.459254
-29.759757,-9.132062,3.120121,19.867938
-29.759757,-7.723632,3.120121,21.276368
-29.759757,-6.314948,3.120121,22.685052
-29.759757,-4.906264,3.120121,24.093736
-29.759757,-3.497580,3.120121,25.502420
-29.759757,-2.089150,3.120121,26.910850
-29.759757,-0.680466,3.120121,28.319534
-29.759757,0.728218,3.120121,29.728218
-29.759757,2.136902,3.120121,31.136902
-29.759757,3.545332,3.120121,32.545332
-29.759757,4.954016,3.120121,33.954016
-29.759757,6.362700,3.120121,35.362700
-29.759757,7.771384,3.120121,36.771384
-29.759757,9.179814,3.120121,38.179814
-29.759757,10.588498,3.120121,39.588498
-31.823557,-30.261559,2.088221,-1.261559
-31.823557,-28.852875,2.088221,0.147125
-31.823557,-27.444191,2.088221,1.555809
-31.823557,-26.035507,2.088221,2.964493
-31.823557,-24.627077,2.088221,4.372923
-31.823557,-23.218393,2.088221,5.781607
-31.823557,-21.809709,2.088221,7.190291
-31.823557,-20.401025,2.088221,8.598975
-31.823557,-18.992595,2.088221,10.007405
-31.823557,-17.583911,2.088221,11.416089
-31.823557,-16.175228,2.088221,12.824772
-31.823557,-14.766544,2.088221,14.233456
-31.823557,-13.358114,2.088221,15.641886
-31.823557,-11.949430,2.088221,17.050570
-31.823557,-10.540746,2.088221,18.459254
-31.823557,-9.132062,2.088221,19.867938
-31.823557,-7.723632,2.088221,21.276368
-31.823557,-6.314948,2.088221,22.685052
-31.823557,-4.906264,2.088221,24.093736
-31.823557,-3.497580,2.088221,25.502420
-31.823557,-2.089150,2.088221,26.910850
-31.823557,-0.680466,2.088221,28.319534
-31.823557,0.728218,2.088221,29.728218
-31.823557,2.136902,2.088221,31.136902
-31.823557,3.545332,2.088221,32.545332
-31.823557,4.954016,2.088221,33.954016
-31.823557,6.362700,2.088221,35.362700
-31.823557,7.771384,2.088221,36.771384
-31.823557,9.179814,2.088221,38.179814
-31.823557,10.588498,2.088221,39.588498
-33.887358,-30.261559,1.056321,-1.261559
-33.887358,-28.852875,1.056321,0.147125
-33.887358,-27.444191,1.056321,1.555809
-33.887358,-26.035507,1.056321,2.964493
-33.887358,-24.627077,1.056321,4.372923
-33.887358,-23.218393,1.056321,5.781607
-33.887358,-21.809709,1.056321,7.190291
-33.887358,-20.401025,1.056321,8.598975
-33.887358,-18.992595,1.056321,10.007405
-33.887358,-17.583911,1.056321,11.416089
-33.887358,-16.175228,1.056321,12.824772
-33.887358,-14.766544,1.056321,14.233456
-33.887358,-13.358114,1.056321,15.641886
-33.887358,-11.949430,1.056321,17.050570
-33.887358,-10.540746,1.056321,18.459254
-33.887358,-9.132062,1.056321,19.867938
-33.887358,-7.723632,1.056321,21.276368
-33.887358,-6.314948,1.056321,22.685052
-33.887358,-4.906264,1.056321,24.093736
-33.887358,-3.497580,1.056321,25.502420
-33.887358,-2.089150,1.056321,26.910850
-33.887358,-0.680466,1.056321,28.319534
-33.887358,0.728218,1.056321,29.728218
-33.887358,2.136902,1.056321,31.136902
-33.887358,3.545332,1.056321,32.545332
-33.887358,4.954016,1.056321,33.954016
-33.887358,6.362700,1.056321,35.362700
-33.887358,7.771384,1.056321,36.771384
-33.887358,9.179814,1.056321,38.179814
-33.887358,10.588498,1.056321,39.588498
-35.951159,-30.261559,0.024421,-1.261559
-35.951159,-28.852875,0.024421,0.147125
-35.951159,-27.444191,0.024421,1.555809
-35.951159,-26.035507,0.024421,2.964493
-35.951159,-24.627077,0.024421,4.372923
-35.951159,-23.218393,0.024421,5.781607
-35.951159,-21.809709,0.024421,7.190291
-35.951159,-20.401025,0.024421,8.598975
-35.951159,-18.992595,0.024421,10.007405
-35.951159,-17.583911,0.024421,11.416089
-35.951159,-16.175228,0.024421,12.824772
-35.951159,-14.766544,0.024421,14.233456
-35.951159,-13.358114,0.024421,15.641886
-35.951159,-11.949430,0.024421,17.050570
-35.951159,-10.540746,0.024421,18.459254
-35.951159,-9.132062,0.024421,19.867938
-35.951159,-7.723632,0.024421,21.276368
-35.951159,-6.314948,0.024421,22.685052
-35.951159,-4.906264,0.024421,24.093736
-35.951159,-3.497580,0.024421,25.502420
-35.951159,-2.089150,0.024421,26.910850
-35.951159,-0.680466,0.024421,28.319534
-35.951159,0.728218,0.024421,29.728218
-35.951159,2.136902,0.024421,31.136902
-35.951159,3.545332,0.024421,32.545332
-35.951159,4.954016,0.024421,33.954016
-35.951159,6.362700,0.024421,35.362700
-35.951159,7.771384,0.024421,36.771384
-35.951159,9.179814,0.024421,38.179814
-35.951159,10.588498,0.024421,39.588498
